date,order_id,region,channel,category,product,units,unit_price,revenue,refunded
2025-08-21,ORD-101632,South,Online,Fitness,Yoga Mat,4,29.33,119.67,False
2025-08-21,ORD-101633,South,In-Store,Fashion,Hoodie,1,33.6,34.27,False
2025-08-21,ORD-101634,Midwest,Online,Outdoor,Camping Lantern,1,27.94,27.38,False
2025-08-21,ORD-101635,Midwest,In-Store,Home,Air Purifier Filter,4,19.9,78.01,False
2025-08-21,ORD-101636,West,Wholesale,Fitness,Protein Shaker,5,32.37,168.32,False
2025-08-21,ORD-101637,Midwest,In-Store,Electronics,Keyboard,1,50.09,49.09,False
2025-08-21,ORD-101638,Northeast,Online,Outdoor,Hiking Poles,2,23.19,46.38,False
2025-08-21,ORD-101639,Midwest,Online,Fitness,Protein Shaker,4,29.67,116.31,False
2025-08-21,ORD-101640,South,In-Store,Outdoor,Tent Repair Kit,5,26.12,133.21,False
2025-08-21,ORD-101641,Northeast,In-Store,Fashion,Beanie,5,35.51,177.55,False
2025-08-21,ORD-101642,West,In-Store,Outdoor,Trail Backpack,3,28.89,90.14,False
2025-08-21,ORD-101643,Midwest,Online,Home,Air Purifier Filter,3,28.78,84.61,False
2025-08-21,ORD-101644,Midwest,Online,Electronics,USB-C Hub,5,58.38,286.06,False
2025-08-21,ORD-101645,Midwest,In-Store,Outdoor,Hiking Poles,5,33.79,165.57,False
2025-08-22,ORD-101646,West,Online,Fitness,Resistance Bands,1,20.49,21.31,False
2025-08-22,ORD-101647,Northeast,In-Store,Electronics,Bluetooth Speaker,2,36.53,73.06,False
2025-08-22,ORD-101648,South,Wholesale,Fashion,Cap,1,33.12,33.78,False
2025-08-22,ORD-101649,West,Wholesale,Home,Kitchen Scale,4,24.25,100.88,False
2025-08-22,ORD-101650,Midwest,Wholesale,Fitness,Protein Shaker,2,24.72,48.45,False
2025-08-22,ORD-101651,South,Online,Outdoor,Tent Repair Kit,1,25.9,26.42,False
2025-08-22,ORD-101652,Midwest,Online,Home,LED Bulbs,1,18.29,17.92,False
2025-08-22,ORD-101653,Northeast,Online,Fitness,Protein Shaker,5,29.01,145.05,False
2025-08-22,ORD-101654,Northeast,Online,Fashion,Cap,4,34.85,139.4,False
2025-08-22,ORD-101655,Midwest,In-Store,Fashion,Hoodie,4,35.64,139.71,False
2025-08-22,ORD-101656,South,In-Store,Fitness,Protein Shaker,5,24.02,122.5,False
2025-08-22,ORD-101657,Northeast,In-Store,Fashion,Windbreaker,1,24.89,24.89,False
2025-08-22,ORD-101658,West,In-Store,Outdoor,Camping Lantern,2,35.36,73.55,False
2025-08-22,ORD-101659,Northeast,Wholesale,Fashion,Hoodie,1,30.14,30.14,False
2025-08-22,ORD-101660,South,Online,Home,Kitchen Scale,4,29.13,118.85,True
2025-08-22,ORD-101661,Midwest,In-Store,Fitness,Jump Rope,4,24.13,94.59,False
2025-08-22,ORD-101662,Midwest,In-Store,Fashion,Cap,4,24.31,95.3,False
2025-08-22,ORD-101663,West,Online,Home,Smart Plug,4,19.83,82.49,False
2025-08-22,ORD-101664,Midwest,Wholesale,Fitness,Resistance Bands,5,30.49,149.4,False
2025-08-22,ORD-101665,Northeast,In-Store,Fashion,Hoodie,1,29.63,29.63,False
2025-08-22,ORD-101666,West,In-Store,Outdoor,Trail Backpack,5,28.38,147.58,False
2025-08-22,ORD-101667,Northeast,Wholesale,Electronics,Keyboard,5,53.8,269.0,False
2025-08-22,ORD-101668,Northeast,Online,Electronics,Keyboard,2,39.26,78.52,True
2025-08-22,ORD-101669,Northeast,Online,Home,Air Purifier Filter,3,21.68,65.04,False
2025-08-22,ORD-101670,Northeast,In-Store,Fitness,Protein Shaker,5,20.17,100.85,False
2025-08-22,ORD-101671,Northeast,In-Store,Home,Kitchen Scale,4,17.81,71.24,True
2025-08-22,ORD-101672,Midwest,In-Store,Electronics,Webcam,2,46.11,90.38,False
2025-08-22,ORD-101673,Midwest,In-Store,Fashion,Windbreaker,3,39.73,116.81,False
2025-08-22,ORD-101674,Northeast,In-Store,Fitness,Yoga Mat,2,23.13,46.26,False
2025-08-22,ORD-101675,Midwest,Online,Outdoor,Trail Backpack,2,32.94,64.56,False
2025-08-22,ORD-101676,Northeast,Online,Fashion,Hoodie,1,39.7,39.7,False
2025-08-22,ORD-101677,Northeast,Online,Fitness,Jump Rope,1,28.26,28.26,False
2025-08-22,ORD-101678,Midwest,Wholesale,Electronics,USB-C Hub,5,37.92,185.81,False
2025-08-22,ORD-101679,Northeast,Wholesale,Electronics,USB-C Hub,4,57.68,230.72,False
2025-08-22,ORD-101680,Northeast,Wholesale,Fitness,Protein Shaker,4,32.34,129.36,False
2025-08-23,ORD-101681,Northeast,Wholesale,Outdoor,Camping Lantern,3,23.09,69.27,False
2025-08-23,ORD-101682,Midwest,Online,Fashion,Hoodie,3,32.43,95.34,False
2025-08-23,ORD-101683,Northeast,Online,Electronics,Webcam,1,52.26,52.26,False
2025-08-23,ORD-101684,Midwest,Online,Home,Air Purifier Filter,5,29.67,145.38,False
2025-08-23,ORD-101685,West,Wholesale,Outdoor,Tent Repair Kit,1,31.75,33.02,False
2025-08-23,ORD-101686,West,In-Store,Fitness,Foam Roller,5,24.03,124.96,False
2025-08-23,ORD-101687,South,In-Store,Home,Kitchen Scale,3,26.65,81.55,False
2025-08-23,ORD-101688,South,In-Store,Electronics,Bluetooth Speaker,1,44.71,45.6,False
2025-08-23,ORD-101689,Northeast,Wholesale,Electronics,Webcam,2,47.11,94.22,False
2025-08-23,ORD-101690,South,Wholesale,Home,Kitchen Scale,5,25.66,130.87,False
2025-08-23,ORD-101691,Northeast,In-Store,Fitness,Resistance Bands,1,25.62,25.62,False
2025-08-23,ORD-101692,South,Wholesale,Electronics,Wireless Charger,2,57.69,117.69,True
2025-08-23,ORD-101693,Midwest,In-Store,Fitness,Jump Rope,4,30.21,118.42,False
2025-08-23,ORD-101694,Midwest,In-Store,Outdoor,Camping Lantern,1,24.44,23.95,False
2025-08-23,ORD-101695,West,In-Store,Fitness,Foam Roller,4,29.58,123.05,False
2025-08-23,ORD-101696,Northeast,Online,Fitness,Protein Shaker,5,28.37,141.85,False
2025-08-23,ORD-101697,Midwest,Online,Fitness,Yoga Mat,4,28.67,112.39,False
2025-08-23,ORD-101698,West,In-Store,Electronics,Wireless Charger,2,53.91,112.13,False
2025-08-23,ORD-101699,Midwest,Online,Outdoor,Tent Repair Kit,5,28.1,137.69,False
2025-08-23,ORD-101700,West,In-Store,Electronics,Wireless Charger,5,53.88,280.18,False
2025-08-23,ORD-101701,Midwest,Online,Fitness,Yoga Mat,3,20.66,60.74,False
2025-08-23,ORD-101702,West,In-Store,Fitness,Yoga Mat,3,30.41,94.88,False
2025-08-23,ORD-101703,Midwest,Wholesale,Home,Kitchen Scale,5,20.97,102.75,False
2025-08-23,ORD-101704,Northeast,Online,Fitness,Protein Shaker,2,21.63,43.26,False
2025-08-23,ORD-101705,West,Online,Home,Vacuum Filters,3,29.56,92.23,False
2025-08-23,ORD-101706,South,Wholesale,Fitness,Foam Roller,1,22.84,23.3,False
2025-08-23,ORD-101707,South,Online,Fashion,Beanie,5,32.88,167.69,False
2025-08-23,ORD-101708,West,Online,Fitness,Foam Roller,3,32.95,102.8,False
2025-08-23,ORD-101709,West,Wholesale,Home,Kitchen Scale,3,28.71,89.58,False
2025-08-23,ORD-101710,Midwest,In-Store,Electronics,Keyboard,3,38.15,112.16,False
2025-08-23,ORD-101711,Northeast,Wholesale,Outdoor,Water Bottle,1,33.86,33.86,False
2025-08-23,ORD-101712,Midwest,In-Store,Home,Air Purifier Filter,3,20.94,61.56,False
2025-08-23,ORD-101713,Midwest,Wholesale,Fitness,Resistance Bands,4,21.38,83.81,False
2025-08-23,ORD-101714,Northeast,Online,Fashion,Beanie,1,28.06,28.06,False
2025-08-23,ORD-101715,South,Wholesale,Home,Vacuum Filters,4,19.43,79.27,False
2025-08-24,ORD-101716,West,In-Store,Home,Smart Plug,1,29.11,30.27,False
2025-08-24,ORD-101717,South,Online,Electronics,USB-C Hub,4,49.8,203.18,False
2025-08-24,ORD-101718,South,Online,Electronics,Bluetooth Speaker,5,45.41,231.59,False
2025-08-24,ORD-101719,Northeast,In-Store,Fashion,Hoodie,3,37.87,113.61,False
2025-08-24,ORD-101720,West,In-Store,Electronics,Webcam,3,49.45,154.28,False
2025-08-24,ORD-101721,South,Online,Fitness,Yoga Mat,4,24.47,99.84,False
2025-08-24,ORD-101722,Midwest,Online,Electronics,Bluetooth Speaker,1,44.6,43.71,False
2025-08-24,ORD-101723,South,In-Store,Electronics,Webcam,4,53.01,216.28,True
2025-08-24,ORD-101724,Northeast,Wholesale,Home,Kitchen Scale,1,24.4,24.4,False
2025-08-24,ORD-101725,Northeast,In-Store,Electronics,Keyboard,4,45.87,183.48,False
2025-08-24,ORD-101726,Northeast,In-Store,Home,Vacuum Filters,1,21.33,21.33,False
2025-08-24,ORD-101727,South,Wholesale,Home,LED Bulbs,5,24.99,127.45,False
2025-08-24,ORD-101728,Midwest,Wholesale,Outdoor,Hiking Poles,1,34.42,33.73,False
2025-08-24,ORD-101729,Northeast,Wholesale,Outdoor,Trail Backpack,5,25.64,128.2,False
2025-08-24,ORD-101730,South,Wholesale,Electronics,Wireless Charger,3,55.83,170.84,False
2025-08-24,ORD-101731,Northeast,In-Store,Home,Air Purifier Filter,2,28.97,57.94,False
2025-08-24,ORD-101732,Midwest,Wholesale,Outdoor,Tent Repair Kit,4,34.59,135.59,False
2025-08-24,ORD-101733,Northeast,In-Store,Outdoor,Camping Lantern,2,22.92,45.84,False
2025-08-24,ORD-101734,West,Wholesale,Electronics,Wireless Charger,3,57.33,178.87,False
2025-08-24,ORD-101735,West,Online,Outdoor,Tent Repair Kit,5,36.55,190.06,False
2025-08-24,ORD-101736,West,Online,Fashion,Socks Pack,3,31.02,96.78,False
2025-08-24,ORD-101737,Northeast,In-Store,Electronics,Wireless Charger,1,42.54,42.54,False
2025-08-24,ORD-101738,West,In-Store,Fitness,Yoga Mat,1,23.06,23.98,False
2025-08-24,ORD-101739,Northeast,In-Store,Fitness,Jump Rope,5,23.36,116.8,True
2025-08-24,ORD-101740,West,Wholesale,Electronics,Bluetooth Speaker,5,53.69,279.19,False
2025-08-24,ORD-101741,Midwest,In-Store,Home,Kitchen Scale,3,23.37,68.71,False
2025-08-24,ORD-101742,Northeast,In-Store,Home,LED Bulbs,1,24.39,24.39,False
2025-08-24,ORD-101743,West,Wholesale,Home,LED Bulbs,2,22.48,46.76,False
2025-08-24,ORD-101744,South,Online,Electronics,Bluetooth Speaker,4,43.71,178.34,False
2025-08-24,ORD-101745,South,Online,Fitness,Jump Rope,5,25.59,130.51,True
2025-08-24,ORD-101746,South,Wholesale,Electronics,Webcam,4,43.75,178.5,False
2025-08-24,ORD-101747,Northeast,In-Store,Electronics,Webcam,5,57.25,286.25,False
2025-08-24,ORD-101748,Midwest,Online,Electronics,USB-C Hub,4,39.15,153.47,True
2025-08-24,ORD-101749,Midwest,Online,Home,Kitchen Scale,1,18.07,17.71,False
2025-08-24,ORD-101750,South,Wholesale,Fashion,Cap,2,36.36,74.17,False
2025-08-25,ORD-101751,West,Online,Fitness,Resistance Bands,4,33.69,140.15,False
2025-08-25,ORD-101752,Northeast,Wholesale,Fitness,Jump Rope,3,27.75,83.25,False
2025-08-25,ORD-101753,Northeast,Wholesale,Home,Air Purifier Filter,3,23.88,71.64,False
2025-08-25,ORD-101754,West,Online,Fitness,Foam Roller,2,27.21,56.6,False
2025-08-25,ORD-101755,Midwest,In-Store,Electronics,Wireless Charger,2,47.64,93.37,False
2025-08-25,ORD-101756,Midwest,In-Store,Home,Smart Plug,1,24.11,23.63,False
2025-08-25,ORD-101757,Midwest,Wholesale,Electronics,Webcam,2,37.65,73.79,False
2025-08-25,ORD-101758,South,In-Store,Outdoor,Camping Lantern,3,26.78,81.95,False
2025-08-25,ORD-101759,West,Wholesale,Fitness,Protein Shaker,5,30.55,158.86,False
2025-08-25,ORD-101760,South,Online,Fashion,Hoodie,1,36.06,36.78,False
2025-08-25,ORD-101761,Northeast,Wholesale,Outdoor,Camping Lantern,5,31.44,157.2,False
2025-08-25,ORD-101762,Northeast,Wholesale,Fashion,Windbreaker,3,39.95,119.85,False
2025-08-25,ORD-101763,West,Online,Home,LED Bulbs,2,29.57,61.51,False
2025-08-25,ORD-101764,South,Online,Home,Kitchen Scale,1,21.51,21.94,False
2025-08-25,ORD-101765,Midwest,Online,Fashion,Cap,4,34.97,137.08,False
2025-08-25,ORD-101766,Midwest,Online,Fashion,Cap,4,36.77,144.14,False
2025-08-25,ORD-101767,Northeast,In-Store,Fashion,Socks Pack,5,25.29,126.45,False
2025-08-25,ORD-101768,South,Online,Fitness,Foam Roller,4,27.71,113.06,False
2025-08-25,ORD-101769,Northeast,Wholesale,Outdoor,Tent Repair Kit,4,32.44,129.76,False
2025-08-25,ORD-101770,Northeast,In-Store,Fitness,Yoga Mat,2,28.48,56.96,False
2025-08-25,ORD-101771,South,In-Store,Fitness,Foam Roller,1,22.69,23.14,False
2025-08-25,ORD-101772,South,Online,Fashion,Socks Pack,3,25.55,78.18,False
2025-08-25,ORD-101773,Northeast,Wholesale,Outdoor,Tent Repair Kit,3,22.92,68.76,False
2025-08-25,ORD-101774,West,In-Store,Outdoor,Water Bottle,3,32.03,99.93,False
2025-08-25,ORD-101775,Midwest,Wholesale,Electronics,Webcam,4,48.13,188.67,False
2025-08-25,ORD-101776,Midwest,Online,Fitness,Resistance Bands,5,32.3,158.27,False
2025-08-25,ORD-101777,South,Online,Outdoor,Hiking Poles,1,23.26,23.73,False
2025-08-25,ORD-101778,Midwest,In-Store,Outdoor,Tent Repair Kit,3,37.54,110.37,False
2025-08-25,ORD-101779,Midwest,In-Store,Fitness,Foam Roller,5,29.93,146.66,False
2025-08-25,ORD-101780,Midwest,Wholesale,Electronics,Keyboard,1,37.61,36.86,False
2025-08-25,ORD-101781,South,Wholesale,Fitness,Resistance Bands,2,26.1,53.24,False
2025-08-25,ORD-101782,South,Wholesale,Fashion,Cap,2,34.48,70.34,False
2025-08-25,ORD-101783,Midwest,In-Store,Fitness,Jump Rope,3,21.62,63.56,False
2025-08-25,ORD-101784,Midwest,Wholesale,Electronics,USB-C Hub,1,58.72,57.55,False
2025-08-25,ORD-101785,Midwest,Online,Fitness,Jump Rope,1,30.54,29.93,False
2025-08-26,ORD-101786,South,Wholesale,Fitness,Yoga Mat,1,32.06,32.7,False
2025-08-26,ORD-101787,Northeast,Wholesale,Home,Smart Plug,3,18.25,54.75,False
2025-08-26,ORD-101788,South,In-Store,Home,Air Purifier Filter,3,22.61,69.19,False
2025-08-26,ORD-101789,Northeast,Online,Home,Vacuum Filters,3,26.04,78.12,False
2025-08-26,ORD-101790,West,In-Store,Fashion,Socks Pack,3,36.74,114.63,False
2025-08-26,ORD-101791,South,Online,Fashion,Cap,2,32.88,67.08,False
2025-08-26,ORD-101792,West,In-Store,Fitness,Foam Roller,3,29.62,92.41,False
2025-08-26,ORD-101793,Northeast,Online,Fashion,Hoodie,3,27.6,82.8,False
2025-08-26,ORD-101794,Midwest,Wholesale,Home,Kitchen Scale,2,23.25,45.57,False
2025-08-26,ORD-101795,West,Wholesale,Fashion,Beanie,3,35.57,110.98,False
2025-08-26,ORD-101796,Midwest,Online,Electronics,Keyboard,3,44.33,130.33,False
2025-08-26,ORD-101797,South,In-Store,Fitness,Foam Roller,4,27.52,112.28,False
2025-08-26,ORD-101798,West,Wholesale,Electronics,Webcam,5,53.19,276.59,False
2025-08-26,ORD-101799,West,Online,Fitness,Protein Shaker,5,24.65,128.18,False
2025-08-26,ORD-101800,Northeast,Online,Home,Air Purifier Filter,1,22.69,22.69,False
2025-08-26,ORD-101801,West,Wholesale,Outdoor,Camping Lantern,5,24.96,129.79,False
2025-08-26,ORD-101802,South,Wholesale,Home,Smart Plug,3,27.14,83.05,False
2025-08-26,ORD-101803,Midwest,In-Store,Home,Vacuum Filters,4,22.39,87.77,False
2025-08-26,ORD-101804,South,Online,Home,Vacuum Filters,3,18.57,56.82,False
2025-08-26,ORD-101805,South,In-Store,Outdoor,Camping Lantern,2,32.94,67.2,False
2025-08-26,ORD-101806,Northeast,Online,Electronics,Wireless Charger,3,38.47,115.41,False
2025-08-26,ORD-101807,West,Wholesale,Home,Kitchen Scale,4,27.66,115.07,False
2025-08-26,ORD-101808,Midwest,In-Store,Home,Vacuum Filters,2,22.44,43.98,False
2025-08-26,ORD-101809,Northeast,Wholesale,Electronics,Webcam,4,49.22,196.88,False
2025-08-26,ORD-101810,Midwest,Online,Fashion,Hoodie,2,30.09,58.98,False
2025-08-26,ORD-101811,Midwest,Wholesale,Fashion,Cap,1,34.65,33.96,False
2025-08-26,ORD-101812,South,Online,Home,Vacuum Filters,4,18.72,76.38,False
2025-08-26,ORD-101813,South,In-Store,Home,Vacuum Filters,3,22.28,68.18,False
2025-08-26,ORD-101814,Midwest,In-Store,Electronics,Wireless Charger,2,45.86,89.89,False
2025-08-26,ORD-101815,Midwest,In-Store,Outdoor,Water Bottle,1,32.5,31.85,False
2025-08-26,ORD-101816,Midwest,Online,Fitness,Foam Roller,5,26.97,132.15,False
2025-08-26,ORD-101817,Midwest,In-Store,Electronics,Keyboard,1,43.5,42.63,False
2025-08-26,ORD-101818,Midwest,Wholesale,Electronics,Webcam,3,55.33,162.67,False
2025-08-26,ORD-101819,Northeast,Online,Home,Kitchen Scale,5,26.79,133.95,False
2025-08-26,ORD-101820,Midwest,Online,Outdoor,Water Bottle,5,26.37,129.21,False
2025-08-27,ORD-101821,West,In-Store,Outdoor,Hiking Poles,3,23.01,71.79,False
2025-08-27,ORD-101822,West,In-Store,Outdoor,Tent Repair Kit,3,26.29,82.02,False
2025-08-27,ORD-101823,Northeast,Online,Fashion,Socks Pack,2,28.84,57.68,False
2025-08-27,ORD-101824,West,In-Store,Fitness,Resistance Bands,5,21.54,112.01,False
2025-08-27,ORD-101825,West,Online,Home,LED Bulbs,5,18.74,97.45,False
2025-08-27,ORD-101826,West,In-Store,Fitness,Protein Shaker,4,29.47,122.6,False
2025-08-27,ORD-101827,West,Online,Outdoor,Water Bottle,3,22.99,71.73,False
2025-08-27,ORD-101828,Midwest,In-Store,Fashion,Beanie,3,39.3,115.54,False
2025-08-27,ORD-101829,West,In-Store,Outdoor,Camping Lantern,3,33.51,104.55,False
2025-08-27,ORD-101830,Midwest,In-Store,Outdoor,Camping Lantern,5,26.42,129.46,False
2025-08-27,ORD-101831,South,Wholesale,Outdoor,Water Bottle,5,29.68,151.37,False
2025-08-27,ORD-101832,West,In-Store,Home,Vacuum Filters,5,25.72,133.74,False
2025-08-27,ORD-101833,South,Wholesale,Fitness,Protein Shaker,1,25.6,26.11,True
2025-08-27,ORD-101834,West,Wholesale,Home,Vacuum Filters,3,23.2,72.38,False
2025-08-27,ORD-101835,Northeast,Online,Home,Smart Plug,1,26.18,26.18,False
2025-08-27,ORD-101836,Northeast,Wholesale,Fashion,Cap,5,30.94,154.7,False
2025-08-27,ORD-101837,West,In-Store,Fashion,Beanie,3,29.62,92.41,False
2025-08-27,ORD-101838,West,Online,Electronics,Keyboard,2,49.17,102.27,False
2025-08-27,ORD-101839,West,In-Store,Electronics,USB-C Hub,5,59.95,311.74,False
2025-08-27,ORD-101840,Northeast,Online,Home,Air Purifier Filter,3,21.28,63.84,False
2025-08-27,ORD-101841,West,Wholesale,Electronics,USB-C Hub,2,51.47,107.06,False
2025-08-27,ORD-101842,Northeast,Wholesale,Electronics,Keyboard,1,54.6,54.6,False
2025-08-27,ORD-101843,West,Online,Electronics,Webcam,2,45.37,94.37,False
2025-08-27,ORD-101844,Midwest,Online,Electronics,Wireless Charger,2,60.56,118.7,False
2025-08-27,ORD-101845,South,Online,Electronics,Webcam,4,44.71,182.42,False
2025-08-27,ORD-101846,Northeast,In-Store,Fitness,Resistance Bands,3,26.91,80.73,False
2025-08-27,ORD-101847,South,In-Store,Electronics,Keyboard,3,56.45,172.74,False
2025-08-27,ORD-101848,South,In-Store,Fitness,Resistance Bands,5,31.41,160.19,False
2025-08-27,ORD-101849,South,Wholesale,Outdoor,Hiking Poles,5,32.46,165.55,False
2025-08-27,ORD-101850,West,Online,Outdoor,Tent Repair Kit,2,24.53,51.02,False
2025-08-27,ORD-101851,Midwest,Wholesale,Fashion,Cap,1,29.36,28.77,False
2025-08-27,ORD-101852,West,Wholesale,Outdoor,Water Bottle,1,33.84,35.19,False
2025-08-27,ORD-101853,West,Wholesale,Fashion,Hoodie,2,31.55,65.62,False
2025-08-27,ORD-101854,South,Online,Electronics,Wireless Charger,3,39.28,120.2,False
2025-08-27,ORD-101855,Midwest,Online,Fashion,Cap,4,28.04,109.92,False
2025-08-28,ORD-101856,South,Online,Electronics,Webcam,1,55.89,57.01,False
2025-08-28,ORD-101857,South,Online,Electronics,USB-C Hub,1,54.53,55.62,False
2025-08-28,ORD-101858,West,Wholesale,Electronics,Keyboard,1,55.38,57.6,False
2025-08-28,ORD-101859,Midwest,Wholesale,Fashion,Windbreaker,1,31.24,30.62,False
2025-08-28,ORD-101860,Midwest,In-Store,Electronics,USB-C Hub,3,45.89,134.92,False
2025-08-28,ORD-101861,West,In-Store,Outdoor,Trail Backpack,2,35.44,73.72,False
2025-08-28,ORD-101862,Midwest,Wholesale,Home,Vacuum Filters,4,25.54,100.12,False
2025-08-28,ORD-101863,South,In-Store,Home,Vacuum Filters,1,21.59,22.02,False
2025-08-28,ORD-101864,West,Wholesale,Electronics,Wireless Charger,3,44.48,138.78,False
2025-08-28,ORD-101865,Northeast,In-Store,Fitness,Jump Rope,3,28.17,84.51,False
2025-08-28,ORD-101866,South,Wholesale,Fitness,Resistance Bands,2,32.1,65.48,False
2025-08-28,ORD-101867,Northeast,In-Store,Home,Air Purifier Filter,3,23.35,70.05,False
2025-08-28,ORD-101868,Northeast,Online,Home,Smart Plug,5,21.14,105.7,False
2025-08-28,ORD-101869,South,Online,Home,Air Purifier Filter,3,19.4,59.36,True
2025-08-28,ORD-101870,Northeast,Wholesale,Fashion,Windbreaker,4,31.87,127.48,False
2025-08-28,ORD-101871,Northeast,Wholesale,Home,Air Purifier Filter,5,21.4,107.0,False
2025-08-28,ORD-101872,West,Wholesale,Home,Air Purifier Filter,4,19.72,82.04,False
2025-08-28,ORD-101873,Midwest,Wholesale,Outdoor,Water Bottle,2,27.16,53.23,False
2025-08-28,ORD-101874,Northeast,Wholesale,Outdoor,Camping Lantern,3,30.08,90.24,False
2025-08-28,ORD-101875,Midwest,Wholesale,Fashion,Hoodie,2,30.0,58.8,False
2025-08-28,ORD-101876,Midwest,In-Store,Fashion,Beanie,3,33.13,97.4,False
2025-08-28,ORD-101877,Midwest,Online,Electronics,Webcam,5,42.14,206.49,False
2025-08-28,ORD-101878,South,Wholesale,Home,Smart Plug,4,19.75,80.58,False
2025-08-28,ORD-101879,Northeast,Wholesale,Fitness,Resistance Bands,2,30.08,60.16,False
2025-08-28,ORD-101880,South,Wholesale,Fitness,Resistance Bands,2,23.13,47.19,False
2025-08-28,ORD-101881,West,In-Store,Outdoor,Tent Repair Kit,1,27.31,28.4,False
2025-08-28,ORD-101882,South,In-Store,Outdoor,Hiking Poles,1,29.73,30.32,False
2025-08-28,ORD-101883,South,Wholesale,Electronics,Bluetooth Speaker,5,36.24,184.82,False
2025-08-28,ORD-101884,Midwest,Wholesale,Electronics,Wireless Charger,5,55.94,274.11,False
2025-08-28,ORD-101885,West,Online,Fitness,Yoga Mat,5,23.72,123.34,False
2025-08-28,ORD-101886,Northeast,Wholesale,Electronics,Webcam,3,59.55,178.65,False
2025-08-28,ORD-101887,South,In-Store,Fitness,Jump Rope,5,24.25,123.67,False
2025-08-28,ORD-101888,South,In-Store,Outdoor,Water Bottle,5,29.65,151.22,False
2025-08-28,ORD-101889,Midwest,In-Store,Fitness,Resistance Bands,4,24.71,96.86,False
2025-08-28,ORD-101890,South,Online,Outdoor,Camping Lantern,2,27.13,55.35,False
2025-08-29,ORD-101891,West,Online,Fitness,Jump Rope,2,27.85,57.93,False
2025-08-29,ORD-101892,South,Online,Electronics,Wireless Charger,2,51.1,104.24,False
2025-08-29,ORD-101893,West,Wholesale,Fashion,Cap,3,27.77,86.64,False
2025-08-29,ORD-101894,Northeast,In-Store,Home,Vacuum Filters,3,26.39,79.17,False
2025-08-29,ORD-101895,Northeast,In-Store,Fitness,Yoga Mat,5,25.41,127.05,False
2025-08-29,ORD-101896,West,Online,Electronics,Bluetooth Speaker,2,60.13,125.07,False
2025-08-29,ORD-101897,Midwest,Wholesale,Home,Smart Plug,3,21.17,62.24,False
2025-08-29,ORD-101898,Northeast,In-Store,Electronics,Bluetooth Speaker,5,49.86,249.3,False
2025-08-29,ORD-101899,South,Wholesale,Fashion,Cap,3,25.76,78.83,False
2025-08-29,ORD-101900,Northeast,Wholesale,Electronics,Webcam,4,59.56,238.24,False
2025-08-29,ORD-101901,West,Wholesale,Electronics,Wireless Charger,3,60.43,188.54,False
2025-08-29,ORD-101902,Midwest,Online,Outdoor,Water Bottle,3,30.68,90.2,False
2025-08-29,ORD-101903,Northeast,Online,Electronics,Wireless Charger,1,44.03,44.03,False
2025-08-29,ORD-101904,West,Online,Home,Air Purifier Filter,3,24.55,76.6,False
2025-08-29,ORD-101905,West,Online,Fitness,Jump Rope,5,30.49,158.55,False
2025-08-29,ORD-101906,Northeast,Wholesale,Outdoor,Camping Lantern,1,35.81,35.81,False
2025-08-29,ORD-101907,Northeast,In-Store,Electronics,Wireless Charger,2,43.95,87.9,False
2025-08-29,ORD-101908,Northeast,In-Store,Home,Vacuum Filters,3,24.9,74.7,False
2025-08-29,ORD-101909,South,Online,Electronics,Keyboard,4,55.95,228.28,False
2025-08-29,ORD-101910,Midwest,Wholesale,Fitness,Resistance Bands,5,26.01,127.45,False
2025-08-29,ORD-101911,Northeast,Wholesale,Electronics,Bluetooth Speaker,5,44.26,221.3,False
2025-08-29,ORD-101912,Midwest,Wholesale,Outdoor,Tent Repair Kit,1,30.59,29.98,False
2025-08-29,ORD-101913,Midwest,Wholesale,Electronics,Webcam,2,54.61,107.04,False
2025-08-29,ORD-101914,West,In-Store,Electronics,Keyboard,2,52.1,108.37,False
2025-08-29,ORD-101915,Northeast,In-Store,Fashion,Cap,1,30.62,30.62,False
2025-08-29,ORD-101916,West,Online,Outdoor,Camping Lantern,3,28.98,90.42,False
2025-08-29,ORD-101917,South,Wholesale,Fitness,Jump Rope,4,28.99,118.28,False
2025-08-29,ORD-101918,Northeast,Wholesale,Fashion,Hoodie,2,36.75,73.5,False
2025-08-29,ORD-101919,South,Online,Outdoor,Tent Repair Kit,5,36.95,188.44,False
2025-08-29,ORD-101920,South,Wholesale,Fitness,Resistance Bands,3,31.97,97.83,False
2025-08-29,ORD-101921,South,Online,Fitness,Foam Roller,4,33.63,137.21,False
2025-08-29,ORD-101922,South,In-Store,Outdoor,Camping Lantern,4,24.3,99.14,False
2025-08-29,ORD-101923,Midwest,In-Store,Home,Kitchen Scale,1,23.01,22.55,False
2025-08-29,ORD-101924,South,In-Store,Fashion,Beanie,1,39.99,40.79,False
2025-08-29,ORD-101925,Midwest,Online,Home,LED Bulbs,4,26.56,104.12,False
2025-08-30,ORD-101926,Northeast,In-Store,Home,Smart Plug,1,27.28,27.28,False
2025-08-30,ORD-101927,Northeast,Wholesale,Outdoor,Hiking Poles,1,22.51,22.51,False
2025-08-30,ORD-101928,West,Online,Fitness,Protein Shaker,3,31.5,98.28,False
2025-08-30,ORD-101929,Northeast,Online,Outdoor,Hiking Poles,4,22.64,90.56,False
2025-08-30,ORD-101930,Northeast,Online,Home,Smart Plug,2,24.43,48.86,False
